index,product_id,idx
582,ETHGGHG2R5EHV5NB,582
583,KTAGBBXYJTAT4PHH,583
584,SHOG293HAHJ9HCTE,584
585,TSHGQDA4TRMSPAP3,585
586,SHOGG6KBDTV6XHTH,586
587,SHOGMZG8YMQWWNE2,587
588,PANFMTEMQ2EQAT2K,588
589,TROGHF9BCJEKJGG3,589
590,SHTGMG75RUTSEFVM,590
591,TSHGG2FVUMUHMSQY,591
592,TSHGHU9FWVZFMTEH,592
593,TSHGKC7AXTYFARNB,593
594,TSHGQ9TFYVHCKAFK,594
595,SHOGHCHGT9GQGYTB,595
596,JEAGMY6CRVNM7JT4,596
597,WCWFKHJVFYKAVSFV,597
598,SARG7WHHQHATAFQ3,598
599,SHTG7KCGHADHUYZV,599
600,ETHFWBUCXPHGGG7Z,600
601,TSHG2KGBHBDEKREM,601
602,BBAGG6UCKNRX2YUA,602
603,JWSGDJZBYYZKZMAN,603
604,JWSGEF7RYP2ZJVCY,604
605,ETHGB7EYEQSTGFYH,605
606,SHOFV2ADXXHXM9RW,606
607,ETHGG6GRGMD8R63M,607
608,ETHGMQ6U4GBFJYH5,608
609,ETHGPZBNTHMFFGRB,609
610,KTAGHXFYFYXVXGTW,610
611,RAKG4XQVJMZQJTSY,611
612,SARGBXXWYNVZKPZV,612
613,ETHGG6GR5DKWESMH,613
614,TSHGPV6QMP5AJAM4,614
615,TROGBHWJBMHHWWDX,615
616,TROGYMJFYR4PRVHS,616
617,ETHGP2ZYGFUUYGJM,617
618,SHTGPPDNWSZGJ5UX,618
619,SARG5EECFGEZXZRR,619
620,TSHGKC7AKXKKAHDC,620
621,NKCGENWBQHSWJKAZ,621
622,PPSG572ABYTX6YBY,622
623,TSHG3ZDBZJDNYTTS,623
624,TSHGNJZ5FEJJQGRP,624
625,SHTGMTFFVF6QPXHV,625
626,SHTGN54ZCPATX29G,626
627,JEAG4GU2PG6JPP3Q,627
628,KTAGRCKYYYGZHZTF,628
629,JEAGNCDYDYQP5W8H,629
630,SNDGHHTB7KGQNZ3D,630
631,KTAG6QJEFBMAQY2M,631
632,SARGNTS4FUFVC4NJ,632
633,TOPGCNV3FRJ3PCG4,633
634,TROGNUSQ4MMY5TTG,634
635,TSHF64TQGUNGHRWH,635
636,SOCGD54YSUGXRYUZ,636
637,KSSGGGG2WZYECX3K,637
638,SHTGG4WYZJZKYGMP,638
639,TROGY5YQNDSFHUBH,639
640,TROGYMJFPCS5QHWV,640
641,TSHGG4JBYGZWZBG6,641
642,TOPGM5ZUX35QFGUP,642
643,SPWG482SMAEKQFAR,643
644,HKFGD574B4HGDCXZ,644
645,JWSGM96YZTA8RS8Z,645
646,KETFWYHGGHZCYEGU,646
647,ETHGHQAXYNFZUSNJ,647
648,RAKGEMRH4VQ4ZCZN,648
649,RAKGEMRH84PFKPDE,649
650,RAKGEMRHNAAZH4DP,650
651,KTBGF4Q5WRA3TABM,651
652,BRAGDE3FHTUJZRSZ,652
653,KTBGHMQV9RCAZUHG,653
654,SWDG2YAWME4DSEMZ,654
655,SHOGFWY4JVSFKWC4,655
